date;Day;Month;Year;WeekNumber;DayOfWeek;DayOfYear;Sales
2017-05-25;25;5;2017;21;3;145;620108.244
2017-05-26;26;5;2017;21;4;146;984511.152000001
2017-05-27;27;5;2017;21;5;147;932219.893000001
2017-05-28;28;5;2017;21;6;148;1061771.638
2017-05-29;29;5;2017;22;0;149;776813.137000002
2017-05-30;30;5;2017;22;1;150;742471.276999997
2017-05-31;31;5;2017;22;2;151;858062.149
2017-06-01;1;6;2017;22;3;152;766858.172999999
2017-06-02;2;6;2017;22;4;153;918421.318999997
2017-06-03;3;6;2017;22;5;154;1176138.109
2017-06-04;4;6;2017;22;6;155;1376511.52
2017-06-05;5;6;2017;23;0;156;912692.851000001
2017-06-06;6;6;2017;23;1;157;805546.647999999
2017-06-07;7;6;2017;23;2;158;842979.837000002
2017-06-08;8;6;2017;23;3;159;667099.801
2017-06-09;9;6;2017;23;4;160;795075.136000001
2017-06-10;10;6;2017;23;5;161;993732.683999995
2017-06-11;11;6;2017;23;6;162;1213673.947
2017-06-12;12;6;2017;24;0;163;768349.759
2017-06-13;13;6;2017;24;1;164;729412.96
2017-06-14;14;6;2017;24;2;165;785885.908999998
2017-06-15;15;6;2017;24;3;166;660338.346999999
2017-06-16;16;6;2017;24;4;167;834786.427999997
2017-06-17;17;6;2017;24;5;168;1096133.551
2017-06-18;18;6;2017;24;6;169;965144.120999999
2017-06-19;19;6;2017;25;0;170;791146.393999998
2017-06-20;20;6;2017;25;1;171;787326.716999997
2017-06-21;21;6;2017;25;2;172;766159.011000002
2017-06-22;22;6;2017;25;3;173;609857.830999999
2017-06-23;23;6;2017;25;4;174;761049.745
2017-06-24;24;6;2017;25;5;175;963268.226999998
2017-06-25;25;6;2017;25;6;176;1092610.86
2017-06-26;26;6;2017;26;0;177;755367.845000002
2017-06-27;27;6;2017;26;1;178;682218.469000002
2017-06-28;28;6;2017;26;2;179;731896.985000001
2017-06-29;29;6;2017;26;3;180;630811.802999997
2017-06-30;30;6;2017;26;4;181;802273.139000002
